고유번호,제조사,모델,세부모델,등급,연식,차량가격,복합연비,배기량,최고출력,최대토크,구동방식,승차정원,휠_1,타이어_수정,변속기,연료,차분류,URL
1053,현대,에쿠스(신형),VS380,프레스티지 VVIP PACK,2012,10173,9,3778,334,40,FR,5,19,245,오토,가솔린,대형,현대_에쿠스(신형)VS380.jpg
1054,현대,에쿠스(신형),VS380,모던,2013,6839,9,3778,334,40,FR,5,18,245,오토,가솔린,대형,현대_에쿠스(신형)VS380.jpg
1055,현대,에쿠스(신형),VS380,모던,2015,6783,9,3778,334,40,FR,5,18,245,오토,가솔린,대형,현대_에쿠스(신형)VS380.jpg
1056,현대,에쿠스(신형),VS380,프리미엄,2013,7833,9,3778,334,40,FR,5,18,245,오토,가솔린,대형,현대_에쿠스(신형)VS380.jpg
1057,현대,에쿠스(신형),VS380,프리미엄,2015,7746,9,3778,334,40,FR,5,19,245,오토,가솔린,대형,현대_에쿠스(신형)VS380.jpg
1058,현대,에쿠스(신형),VS380,익스클루시브,2013,8897,9,3778,334,40,FR,5,18,245,오토,가솔린,대형,현대_에쿠스(신형)VS380.jpg
1059,현대,에쿠스(신형),VS380,익스클루시브,2015,8747,9,3778,334,40,FR,5,19,245,오토,가솔린,대형,현대_에쿠스(신형)VS380.jpg
1060,현대,엑센트(신형),1.4 VVT,럭셔리,2011,1149,13,1399,108,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1061,현대,엑센트(신형),1.4 VVT,럭셔리,2012,1164,14,1399,108,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1062,현대,엑센트(신형),1.4 VVT,Premier,2011,1240,13,1399,108,14,FF,5,14,185,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1063,현대,엑센트(신형),1.4 VVT,Premier,2012,1240,14,1399,108,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1064,현대,엑센트(신형),1.4 VVT,스타일,2013,1104,15,1399,108,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1065,현대,엑센트(신형),1.4 VVT,스타일,2014,1111,15,1368,100,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1066,현대,엑센트(신형),1.4 VVT,스타일,2015,1135,15,1368,100,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1067,현대,엑센트(신형),1.4 VVT,스타일,2017,1142,14,1368,100,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1068,현대,엑센트(신형),1.4 VVT,스타일+,2018,1159,14,1368,100,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1069,현대,엑센트(신형),1.4 VVT,밸류 플러스,2017,1195,14,1368,100,14,FF,5,15,185,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1070,현대,엑센트(신형),1.4 VVT,스마트,2013,1189,15,1399,108,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1071,현대,엑센트(신형),1.4 VVT,스마트,2014,1196,15,1368,100,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1072,현대,엑센트(신형),1.4 VVT,스마트,2015,1220,15,1368,100,14,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1073,현대,엑센트(신형),1.4 VVT,스마트,2017,1227,14,1368,100,14,FF,5,14,185,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1074,현대,엑센트(신형),1.4 VVT,스마트 스페셜,2018,1245,14,1368,100,14,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1075,현대,엑센트(신형),1.4 VVT,모던,2013,1400,13,1399,108,14,FF,5,14,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1076,현대,엑센트(신형),1.4 VVT,모던,2014,1429,14,1368,100,14,FF,5,14,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1077,현대,엑센트(신형),1.4 VVT,모던,2015,1462,14,1368,100,14,FF,5,15,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1078,현대,엑센트(신형),1.4 VVT,모던,2017,1469,13,1368,100,14,FF,5,15,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1079,현대,엑센트(신형),1.4 VVT,모던,2018,1484,13,1368,100,14,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1080,현대,엑센트(신형),1.4 VVT,프리미엄,2013,1550,13,1399,108,14,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1081,현대,엑센트(신형),1.4 VVT,프리미엄,2014,1579,14,1368,100,14,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1082,현대,엑센트(신형),1.4 VVT,프리미엄,2015,1599,14,1368,100,14,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1083,현대,엑센트(신형),1.4 VVT,프리미엄,2017,1606,13,1368,100,14,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1084,현대,엑센트(신형),1.4 VVT,프리미엄,2018,1621,13,1368,100,14,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.4 VVT.jpg
1085,현대,엑센트(신형),1.6 VGT,Luxury,2011,1429,17,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1086,현대,엑센트(신형),1.6 VGT,Luxury,2012,1444,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1087,현대,엑센트(신형),1.6 VGT,Premier,2011,1520,17,1582,128,27,FF,5,14,185,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1088,현대,엑센트(신형),1.6 VGT,Premier,2012,1520,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1089,현대,엑센트(신형),1.6 VGT,스타일,2013,1384,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1090,현대,엑센트(신형),1.6 VGT,스타일,2014,1388,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1091,현대,엑센트(신형),1.6 VGT,스타일,2015,1445,19,1582,136,31,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1092,현대,엑센트(신형),1.6 VGT,스타일,2017,1452,18,1582,136,31,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1093,현대,엑센트(신형),1.6 VGT,스타일,2018,1469,18,1582,136,31,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1094,현대,엑센트(신형),1.6 VGT,스타일+,2015,1485,19,1582,136,31,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1095,현대,엑센트(신형),1.6 VGT,밸류 플러스,2017,1505,18,1582,136,31,FF,5,15,185,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1096,현대,엑센트(신형),1.6 VGT,스마트,2013,1469,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1097,현대,엑센트(신형),1.6 VGT,스마트,2014,1473,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1098,현대,엑센트(신형),1.6 VGT,스마트,2015,1502,19,1582,136,31,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1099,현대,엑센트(신형),1.6 VGT,스마트,2017,1537,18,1582,136,31,FF,5,14,185,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1100,현대,엑센트(신형),1.6 VGT,스마트 스페셜,2018,1555,18,1582,136,31,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1101,현대,엑센트(신형),1.6 VGT,모던,2013,1540,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1102,현대,엑센트(신형),1.6 VGT,모던,2014,1544,19,1582,128,27,FF,5,14,175,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1103,현대,엑센트(신형),1.6 VGT,모던,2015,1796,18,1582,136,31,FF,5,15,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1104,현대,엑센트(신형),1.6 VGT,모던,2017,1617,18,1582,136,31,FF,5,15,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1105,현대,엑센트(신형),1.6 VGT,모던,2018,1632,18,1582,136,31,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1106,현대,엑센트(신형),1.6 VGT,프리미엄,2013,1820,17,1582,128,27,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1107,현대,엑센트(신형),1.6 VGT,프리미엄,2014,1824,17,1582,128,27,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1108,현대,엑센트(신형),1.6 VGT,프리미엄,2015,1892,18,1582,136,31,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1109,현대,엑센트(신형),1.6 VGT,프리미엄,2017,1934,18,1582,136,31,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1110,현대,엑센트(신형),1.6 VGT,프리미엄,2018,1949,18,1582,136,31,FF,5,16,195,오토,가솔린,소형,현대_엑센트(신형)1.6 VGT.jpg
1111,한국GM,올 뉴 말리부,1.5 터보,LS,2016,2353,13,1490,166,26,FF,5,16,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1112,한국GM,올 뉴 말리부,1.5 터보,LS,2017,2388,13,1490,166,26,FF,5,16,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1113,한국GM,올 뉴 말리부,1.5 터보,LS,2018,2345,13,1490,166,26,FF,5,16,205,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1114,한국GM,올 뉴 말리부,1.5 터보,LS 디럭스,2016,2471,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1115,한국GM,올 뉴 말리부,1.5 터보,LS 디럭스,2017,2506,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1116,한국GM,올 뉴 말리부,1.5 터보,LS 디럭스,2018,2461,13,1490,166,26,FF,5,17,225,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1117,한국GM,올 뉴 말리부,1.5 터보,LT,2016,2655,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1118,한국GM,올 뉴 말리부,1.5 터보,LT,2017,2695,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1119,한국GM,올 뉴 말리부,1.5 터보,LT,2018,2666,13,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1120,한국GM,올 뉴 말리부,1.5 터보,LT 디럭스,2016,2823,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1121,한국GM,올 뉴 말리부,1.5 터보,LT 디럭스,2017,2863,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1122,한국GM,올 뉴 말리부,1.5 터보,LT 디럭스,2018,2831,13,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1123,한국GM,올 뉴 말리부,1.5 터보,LTZ,2016,2901,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1124,한국GM,올 뉴 말리부,1.5 터보,LTZ,2017,2999,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1125,한국GM,올 뉴 말리부,1.5 터보,LTZ,2018,2945,13,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1126,한국GM,올 뉴 말리부,1.5 터보,퍼펙트 블랙 LTZ,2017,3085,13,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1127,한국GM,올 뉴 말리부,1.5 터보,퍼펙트 블랙 LTZ,2018,3030,12,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1128,한국GM,올 뉴 말리부,1.5 터보,LTZ 프리미엄 세이프티,2016,3240,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1129,한국GM,올 뉴 말리부,1.5 터보,LTZ 프리미엄 세이프티,2017,3284,13,1490,166,26,FF,5,17,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1130,한국GM,올 뉴 말리부,1.5 터보,LTZ 프리미엄 세이프티,2018,3225,13,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1131,한국GM,올 뉴 말리부,1.5 터보,퍼펙트 블랙 LTZ 프리미엄 세이프트,2017,3370,13,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1132,한국GM,올 뉴 말리부,1.5 터보,퍼펙트 블랙 LTZ 프리미엄 세이프트,2018,3310,12,1490,166,26,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부1.5 터보.jpg
1133,한국GM,올 뉴 말리부,2.0 터보,LT 프리미엄,2016,3012,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1134,한국GM,올 뉴 말리부,2.0 터보,LT 프리미엄,2017,3057,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1135,한국GM,올 뉴 말리부,2.0 터보,LT 프리미엄,2018,3022,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1136,한국GM,올 뉴 말리부,2.0 터보,LTZ 프리미엄,2016,3239,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1137,한국GM,올 뉴 말리부,2.0 터보,LTZ 프리미엄,2017,3308,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1138,한국GM,올 뉴 말리부,2.0 터보,LTZ 프리미엄,2018,3249,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1139,한국GM,올 뉴 말리부,2.0 터보,퍼펙트 블랙,2017,3338,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1140,한국GM,올 뉴 말리부,2.0 터보,퍼펙트 블랙,2018,3279,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1141,한국GM,올 뉴 말리부,2.0 터보,LT,2017,3338,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1142,한국GM,올 뉴 말리부,2.0 터보,LTZ,2018,3279,11,1998,253,36,FF,5,19,245,오토,가솔린,준중형,한국GM_올 뉴 말리부2.0 터보.jpg
1143,기아,올 뉴 모닝(JA),럭셔리,,2017,1180,16,998,76,10,FF,5,16,195,오토,가솔린,경차,기아_올 뉴 모닝(JA)럭셔리.jpg
1144,기아,올 뉴 모닝(JA),럭셔리,,2019,1215,16,998,76,10,FF,5,16,195,오토,가솔린,경차,기아_올 뉴 모닝(JA)럭셔리.jpg
1145,기아,올 뉴 모닝(JA),프레스티지,,2017,1265,15,998,76,10,FF,5,16,195,오토,가솔린,경차,기아_올 뉴 모닝(JA)프레스티지.jpg
1146,기아,올 뉴 모닝(JA),프레스티지,,2019,1310,15,998,76,10,FF,5,16,195,오토,가솔린,경차,기아_올 뉴 모닝(JA)프레스티지.jpg
1147,기아,올 뉴 카니발,7인승 2.2 디젤 리무진,매직스페이스,2018,3540,11,2199,202,45,FF,7,19,235,오토,디젤,RV,기아_올 뉴 카니발7인승 2.2 디젤 리무진.jpg
1148,기아,올 뉴 카니발,7인승 2.2 디젤 리무진,VIP,2015,3530,11,2199,202,45,FF,7,19,235,오토,디젤,RV,기아_올 뉴 카니발7인승 2.2 디젤 리무진.jpg
1149,기아,올 뉴 카니발,7인승 2.2 디젤 리무진,VIP,2017,3555,11,2199,202,45,FF,7,19,235,오토,디젤,RV,기아_올 뉴 카니발7인승 2.2 디젤 리무진.jpg
1150,기아,올 뉴 카니발,7인승 2.2 디젤 리무진,VIP,2018,3595,11,2199,202,45,FF,7,19,235,오토,디젤,RV,기아_올 뉴 카니발7인승 2.2 디젤 리무진.jpg
1151,기아,올 뉴 카니발,7인승 2.2 디젤 리무진,프레지던트,2015,3890,11,2199,202,45,FF,7,19,235,오토,디젤,RV,기아_올 뉴 카니발7인승 2.2 디젤 리무진.jpg
1152,기아,올 뉴 카니발,7인승 2.2 디젤 리무진,프레지던트,2017,3950,11,2199,202,45,FF,7,19,235,오토,디젤,RV,기아_올 뉴 카니발7인승 2.2 디젤 리무진.jpg
1153,기아,올 뉴 카니발,7인승 2.2 디젤 리무진,프레지던트,2018,3970,11,2199,202,45,FF,7,19,235,오토,디젤,RV,기아_올 뉴 카니발7인승 2.2 디젤 리무진.jpg
1154,기아,올 뉴 카니발,9인승 2.2 디젤,럭셔리,2014,2990,12,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1155,기아,올 뉴 카니발,9인승 2.2 디젤,럭셔리,2015,2990,12,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1156,기아,올 뉴 카니발,9인승 2.2 디젤,럭셔리,2017,3045,12,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1157,기아,올 뉴 카니발,9인승 2.2 디젤,럭셔리,2018,3045,11,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1158,기아,올 뉴 카니발,9인승 2.2 디젤,프레스티지,2014,3270,12,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1159,기아,올 뉴 카니발,9인승 2.2 디젤,프레스티지,2015,3270,12,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1160,기아,올 뉴 카니발,9인승 2.2 디젤,프레스티지,2017,3340,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1161,기아,올 뉴 카니발,9인승 2.2 디젤,프레스티지,2018,3380,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1162,기아,올 뉴 카니발,9인승 2.2 디젤,프레스티지 하이루프,2017,3980,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1163,기아,올 뉴 카니발,9인승 2.2 디젤,프레스티지 하이루프,2018,4022,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1164,기아,올 뉴 카니발,9인승 2.2 디젤,노블레스,2014,3630,12,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1165,기아,올 뉴 카니발,9인승 2.2 디젤,노블레스,2015,3630,12,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1166,기아,올 뉴 카니발,9인승 2.2 디젤,노블레스,2017,3705,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1167,기아,올 뉴 카니발,9인승 2.2 디젤,노블레스,2018,3725,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1168,기아,올 뉴 카니발,9인승 2.2 디젤,노블레스 스페셜,2018,3885,11,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤.jpg
1169,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,럭셔리,2014,4639,10,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1170,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,럭셔리,2015,4639,10,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1171,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,럭셔리,2017,4810,10,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1172,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,럭셔리,2018,4815,10,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1173,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,프레스티지,2014,4985,10,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1174,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,프레스티지,2015,4985,10,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1175,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,프레스티지,2017,5071,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1176,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,프레스티지,2018,5163,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1177,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,프레스티지 하이루프,2017,3980,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1178,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,프레스티지 하이루프,2018,4272,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1179,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,노블레스,2015,5415,10,2199,202,45,FF,9,18,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1180,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,노블레스,2017,5539,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1181,기아,올 뉴 카니발,9인승 2.2 디젤 하이리무진,노블레스,2018,5544,10,2199,202,45,FF,9,19,235,오토,디젤,RV,기아_올 뉴 카니발9인승 2.2 디젤 하이리무진.jpg
1182,기아,올 뉴 카니발,11인승 2.2 디젤,디럭스,2005,2899,9,2199,197,43,FF,11,16,225,오토,디젤,RV,기아_올 뉴 카니발11인승 2.2 디젤.jpg
1183,기아,올 뉴 카니발,11인승 2.2 디젤,럭셔리,2018,3005,12,2199,202,45,FF,11,18,235,오토,디젤,RV,기아_올 뉴 카니발11인승 2.2 디젤.jpg
1184,기아,올 뉴 카니발,11인승 2.2 디젤,프레스티지,2018,3280,12,2199,202,45,FF,11,18,235,오토,디젤,RV,기아_올 뉴 카니발11인승 2.2 디젤.jpg
1185,기아,올 뉴 카니발,11인승 2.2 디젤,노블레스,2018,3630,12,2199,202,45,FF,11,18,235,오토,디젤,RV,기아_올 뉴 카니발11인승 2.2 디젤.jpg
1186,기아,올 뉴 카니발,11인승 2.2 디젤,어린이보호차,2018,3280,12,2199,202,45,FF,11,18,235,오토,디젤,RV,기아_올 뉴 카니발11인승 2.2 디젤.jpg
1187,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스타일,2016,2340,16,1685,141,35,FF,5,17,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1188,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스타일,2017,2350,15,1685,141,35,FF,5,19,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1189,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스타일 피버 패키지,2016,2386,15,1685,141,35,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1190,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스마트,2017,2430,15,1685,141,35,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1191,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,모던,2016,2550,16,1685,141,35,FF,5,17,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1192,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,모던,2017,2575,15,1685,141,35,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1193,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,모던 피버 패키지,2016,2597,15,1685,141,35,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1194,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,프리미엄,2016,2739,15,1685,141,35,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1195,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,프리미엄,2017,2865,15,1685,141,35,FF,5,19,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1196,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스타일,2016,2250,15,1995,186,41,FF,5,17,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1197,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스타일,2017,2250,15,1995,186,41,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1198,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스마트,2017,2505,14,1995,186,41,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
1199,현대,올 뉴 투싼,디젤(e-VGT UⅡ)1.7 2WD,스마트,2018,2430,14,1995,186,41,FF,5,18,225,오토,디젤,SUV,현대_올 뉴 투싼디젤(e-VGT UⅡ)1.7 2WD.jpg
